"w1","w0"
"rule","in"
"rule","is"
"rules","in"
"s","amazing"
"s","early"
"s","enough"
"s","have"
"s","nice"
"s","start"
"sad","when"
"safe","i"
"said","ic"
"said","saturday"
"salt","in"
"same","question"
"same","size"
"san","diegos"
"sandwich","and"
"saturday","as"
"save","us"
"savings","and"
"say","their"
"says","about"
"says","my"
"sc","in"
"score","is"
"scored","and"
"scored","for"
"scoring","in"
"scoring","position"
"screw","up"
"season","its"
"season","you"
"second","term"
"second","was"
"security","guards"
"security","of"
"senior","citizens"
"series","c"
"serve","in"
"service","with"
"sexual","and"
"share","for"
"sharing","this"
"she","hasnt"
"she","out"
"shift","the"
"ship","and"
"shit","but"
"shit","like"
"shorter","than"
"shots","on"
"should","he"
"should","win"
"shoulder","to"
"show","or"
"signatures","to"
"signed","to"
"since","but"
"since","is"
"since","march"
"since","our"
"sing","it"
"six","points"
"six","times"
"sixth","in"
"slowed","down"
"smile","c"
"smith","the"
"smith","who"
"so","those"
"so","wec"
"so","worth"
"solution","for"
"some","c"
"some","quality"
"some","random"
"somebody","who"
"someone","out"
"someone","say"
"someone","should"
"someone","the"
"songs","to"
"sound","as"
"south","dakota"
"space","station"
"spanish","and"
"speak","on"
"speak","up"
"speaker","and"
"speaker","john"
"spent","about"
"spent","to"
"spent","with"
"spirit","to"
"spring","to"
"sq","ft"
"st","james"
"stage","i"
"stage","to"
"stand","it"
"stands","at"
"stars","of"
"start","doing"
"started","crying"
"state","laws"
"statement","in"
"stay","awake"
"stay","strong"
"steak","and"
"step","and"
"sticking","with"
"stole","my"
"stomach","and"
"stop","this"
"story","has"
"streak","of"
"style","to"
"subject","line"
"sure","would"
"surface","and"
"suspect","the"
"systems","to"
"t","done"
"t","exactly"
"t","he"
"takes","care"
"taking","into"
"talent","show"
"talent","to"
"talkin","to"
"taste","for"
"teacher","is"
"tear","gas"
"tech","and"
"technology","for"
"technology","the"
"th","you"
"than","have"
"thanks","very"
"thanksgiving","day"
"thanx","for"
"that","amazing"
"that","caught"
"that","companies"
"that","dude"
"that","photo"
"that","republicans"
"that","role"
"that","theyve"
"that","thought"
"that","wonc"
"that","yet"
"the","android"
"the","blogosphere"
"the","cage"
"the","cart"
"the","chosen"
"the","churches"
"the","continent"
"the","controversial"
"the","coverage"
"the","critical"
"the","criticism"
"the","crystal"
"the","curse"
"the","departure"
"the","desired"
"the","die"
"the","diet"
"the","direct"
"the","divorce"
"the","dots"
"the","drinking"
"the","fairy"
"the","fires"
"the","gateway"
"the","gathering"
"the","germans"
"the","goes"
"the","groupc"
"the","harvest"
"the","hospitals"
"the","id"
"the","income"
"the","increasing"
"the","infamous"
"the","interim"
"the","interstate"
"the","israeli"
"the","item"
"the","jackpot"
"the","jail"
"the","jungle"
"the","lincoln"
"the","load"
"the","manc"
"the","marine"
"the","mercy"
"the","metropolitan"
"the","mlb"
"the","murders"
"the","nbas"
"the","negotiations"
"the","nov"
"the","operating"
"the","organic"
"the","orlando"
"the","pastry"
"the","penguins"
"the","pens"
"the","plates"
"the","polish"
"the","proud"
"the","put"
"the","q"
"the","quest"
"the","rage"
"the","registration"
"the","salvation"
"the","secrets"
"the","securities"
"the","shark"
"the","smile"
"the","sofa"
"the","sons"
"the","step"
"the","stream"
"the","supermarket"
"the","theres"
"the","thinking"
"the","virtual"
"the","virus"
"the","wars"
"the","wave"
"theater","and"
"theft","of"
"their","rights"
"their","students"
"their","third"
"them","can"
"then","asked"
"then","cut"
"then","up"
"there","early"
"there","more"
"there","somewhere"
"there","what"
"therefore","it"
"these","songs"
"these","that"
"they","end"
"they","from"
"they","move"
"they","plan"
"they","spend"
"they","turn"
"they","up"
"they","wrote"
"thing","ic"
"thing","this"
"things","could"
"think","with"
"thinks","about"
"third","the"
"this","content"
"this","draft"
"this","fact"
"this","giveaway"
"this","gorgeous"
"this","incident"
"this","money"
"this","news"
"this","product"
"this","sat"
"this","simple"
"this","though"
"this","wine"
"this","yet"
"thomas","the"
"though","no"
"though","what"
"thought","c"
"throat","and"
"through","april"
"through","as"
"through","every"
"through","so"
"throughout","my"
"tied","it"
"time","have"
"time","itc"
"time","making"
"time","some"
"time","someone"
"to","amazoncom"
"to","bounce"
"to","bury"
"to","color"
"to","consume"
"to","detroit"
"to","dm"
"to","exchange"
"to","fish"
"to","israel"
"to","itself"
"to","justice"
"to","kansas"
"to","online"
"to","phoenix"
"to","pieces"
"to","react"
"to","realise"
"to","sharing"
"to","trim"
"to","uphold"
"to","warn"
"to","whatever"
"to","wipe"
"to","within"
"to","youtube"
"today","dont"
"today","hope"
"today","ic"
"today","ive"
"today","pm"
"together","c"
"together","it"
"tomato","and"
"toms","river"
"tonight","lol"
"tonight","or"
"tonight","that"
"tough","on"
"tour","is"
"town","center"
"trade","for"
"trade","in"
"traded","to"
"tradition","and"
"translated","into"
"treated","for"
"treated","like"
"truly","is"
"trying","for"
"trying","the"
"tuesday","is"
"tuesday","on"
"turn","that"
"turning","on"
"tv","in"
"tv","on"
"two","seconds"
"u","from"
"u","you"
"ugh","im"
"under","any"
"under","our"
"unfair","to"
"union","the"
"university","is"
"up","man"
"up","than"
"up","which"
"up","wit"
"upset","at"
"urban","areas"
"urge","you"
"urged","the"
"used","one"
"users","and"
"van","gundy"
"ve","doing"
"very","cute"
"very","grateful"
"very","limited"
"very","positive"
"very","specific"
"victim","to"
"virtue","of"
"visit","in"
"voices","in"
"voting","in"
"w","i"
"wait","is"
"waiting","at"
"walking","with"
"wanted","in"
"warming","up"
"warning","that"
"was","certainly"
"was","cited"
"was","completed"
"was","drafted"
"was","dying"
"was","formed"
"was","outside"
"was","president"
"was","served"
"was","short"
"was","shown"
"was","singing"
"was","they"
"was","third"
"was","where"
"wash","and"
"wasnt","on"
"wasnt","until"
"watching","movies"
"watching","them"
"ways","it"
"we","an"
"we","create"
"we","decide"
"we","hold"
"we","reach"
"we","turned"
"we","wonc"
"wear","your"
"wears","a"
"wednesday","but"
"went","ahead"
"were","big"
"were","interested"
"were","our"
"were","sent"
"west","is"
"west","th"
"what","at"
"what","color"
"whats","not"
"where","be"
"where","everything"
"which","comes"
"which","my"
"which","now"
"which","on"
"which","people"
"which","there"
"whisk","in"
"who","couldnt"
"who","her"
"who","moved"
"who","over"
"who","received"
"who","signed"
"who","turns"
"win","is"
"win","so"
"win","tickets"
"winding","down"
"wine","from"
"wines","and"
"wins","a"
"wipe","out"
"wire","rack"
"wise","to"
"wishing","everyone"
"with","after"
"with","age"
"with","are"
"with","autism"
"with","ease"
"with","members"
"with","mental"
"with","pride"
"with","similar"
"with","tears"
"within","and"
"without","giving"
"without","their"
"without","to"
"woman","she"
"woman","that"
"won","an"
"won","their"
"wonder","who"
"wont","to"
"words","you"
"wore","the"
"work","be"
"work","hours"
"workout","and"
"world","she"
"world","through"
"world","wide"
"worth","every"
"would","c"
"would","reduce"
"would","share"
"would","this"
"would","walk"
"write","an"
"write","more"
"writer","for"
"y","u"
"year","about"
"year","ic"
"year","like"
"year","thats"
"year","then"
"year","though"
"years","because"
"years","ic"
"years","not"
"years","older"
"years","past"
"yes","or"
"yet","that"
"yield","on"
"york","a"
"york","stock"
"you","almost"
"you","another"
"you","beat"
"you","belong"
"you","cause"
"you","chose"
"you","excited"
"you","fuck"
"you","fucking"
"you","lord"
"you","order"
"you","teach"
"you","throw"
"you","truly"
"you","until"
"you","xoxo"
"your","budget"
"your","calendars"
"your","god"
"your","kid"
"your","page"
"your","pants"
"your","place"
"your","plan"
"your","song"
"youre","about"
"youre","being"
"youre","playing"
"youre","using"
"yours","is"
"youth","in"
"youve","just"
"zone","and"
"a","am"
"a","bday"
"a","being"
"a","cap"
"a","clinic"
"a","coat"
"a","combo"
"a","concrete"
"a","conscious"
"a","consensus"
"a","cupcake"
"a","curious"
"a","deadline"
"a","department"
"a","dose"
"a","drama"
"a","education"
"a","function"
"a","funeral"
"a","ginger"
"a","graphic"
"a","handy"
"a","hey"
"a","housing"
"a","jacket"
"a","layup"
"a","lifestyle"
"a","loved"
"a","lover"
"a","mahomie"
"a","metaphor"
"a","misdemeanor"
"a","mouse"
"a","mysterious"
"a","myth"
"a","niche"
"a","once"
"a","perspective"
"a","phenomenal"
"a","plethora"
"a","privilege"
"a","rack"
"a","recording"
"a","reply"
"a","reservation"
"a","resume"
"a","reunion"
"a","rise"
"a","rising"
"a","schedule"
"a","ship"
"a","skirt"
"a","slot"
"a","stable"
"a","stake"
"a","statue"
"a","steal"
"a","stolen"
"a","subtle"
"a","sugar"
"a","t"
"a","tag"
"a","take"
"a","tank"
"a","tech"
"a","trick"
"a","why"
"a","womanc"
"a","youth"
"about","by"
"about","days"
"about","women"
"about","working"
"absolutely","not"
"achieve","their"
"acknowledges","that"
"acquired","by"
"activities","that"
"administration","to"
"adults","who"
"advantage","in"
"after","leaving"
"after","more"
"after","these"
"again","how"
"agencies","to"
"ago","by"
"aim","at"
"air","on"
"album","that"
"almost","and"
"alone","alone"
"alone","at"
"also","means"
"also","so"
"also","true"
"always","does"
"am","able"
"am","afraid"
"am","enjoying"
"am","interested"
"am","pleased"
"am","quite"
"am","watching"
"amazing","at"
"amazon","and"
"amen","rt"
"american","citizens"
"american","of"
"american","women"
"an","after"
"an","alcoholic"
"an","alternate"
"an","amendment"
"an","asian"
"an","eagle"
"an","ear"
"an","insurance"
"an","outlet"
"and","angry"
"and","animals"
"and","behind"
"and","ben"
"and","birthday"
"and","boys"
"and","budget"
"and","changes"
"and","chrysler"
"and","clinton"
"and","crying"
"and","deal"
"and","democratic"
"and","domestic"
"and","dreams"
"and","encourage"
"and","executive"
"and","extra"
"and","faces"
"and","faster"
"and","features"
"and","fix"
"and","gary"
"and","grew"
"and","handed"
"and","hip"
"and","housing"
"and","inside"
"and","inspired"
"and","kick"
"and","legs"
"and","lol"
"and","los"
"and","manage"
"and","mothers"
"and","painted"
"and","past"
"and","places"
"and","plays"
"and","potatoes"
"and","products"
"and","provided"
"and","reached"
"and","regular"
"and","related"
"and","report"
"and","rest"
"and","sizes"
"and","states"
"and","store"
"and","story"
"and","teams"
"and","tears"
"and","tim"
"and","unique"
"and","urban"
"and","yards"
"andrew","bynum"
"animals","are"
"another","big"
"another","night"
"another","season"
"another","shot"
"another","team"
"answer","and"
"answer","your"
"any","part"
"any","special"
"anyone","on"
"anyonec","s"
"anyways","i"
"anywhere","and"
"apart","the"
"are","buying"
"are","eating"
"are","familiar"
"are","obviously"
"are","where"
"arizona","republic"
"art","but"
"art","or"
"article","of"
"artist","in"
"as","children"
"as","each"
"as","now"
"as","percent"
"as","shit"
"aside","and"
"asking","what"
"asking","you"
"at","after"
"at","be"
"at","club"
"at","everything"
"at","have"
"at","house"
"at","newark"
"at","portland"
"at","said"
"at","war"
"aug","and"
"authorities","in"
"award","the"
"awarded","a"
"awesome","show"
"awesome","time"
"baby","on"
"bachelors","in"
"back","d"
"back","just"
"background","of"
"bad","they"
"bag","to"
"band","has"
"bankruptcy","protection"
"bar","to"
"barely","a"
"be","awarded"
"be","confused"
"be","headed"
"be","located"
"be","raised"
"be","related"
"be","revealed"
"be","scared"
"be","sentenced"
"be","shy"
"be","upset"
"be","useful"
"beautiful","as"
"beautiful","morning"
"became","more"
"because","shes"
"bed","so"
"bed","to"
"before","c"
"being","from"
"being","given"
"belief","and"
"belong","in"
"below","to"
"best","as"
"best","deal"
"best","one"
"best","out"
"best","shot"
"big","that"
"bitch","im"
"black","beans"
"black","in"
"blew","up"
"block","and"
"blue","line"
"board","a"
"board","i"
"bonds","and"
"border","patrol"
"both","companies"
"both","had"
"bothered","by"
"boulevard","and"
"bout","that"
"box","i"
"branches","of"
"bread","in"
"breakfast","in"
"breakfast","with"
"bridge","in"
"bring","about"
"bring","myself"
"bring","this"
"building","an"
"but","everything"
"but","go"
"but","out"
"buy","an"
"buy","that"
"by","every"
"by","four"
"by","students"
"by","talking"
"c","did"
"c","hec"
"c","thats"
"c","without"
"cakes","and"
"calendar","for"
"campaign","against"
"campaign","that"
"can","an"
"can","drive"
"can","return"
"can","sing"
"can","sometimes"
"can","visit"
"candidate","in"
"candidate","who"
"candidates","are"
"candles","and"
"cant","buy"
"cant","give"
"cant","my"
"cant","put"
"captures","the"
